TML_DTA_SOMM,TML_VAX_FORNITORE,TML_COD_STRUTTURA,TML_DES_STRUTTURA,TML_AREA,TML_FASCIA_ETA,TML_SESSO_M,TML_SESSO_F,TML_GRAVIDANZA,TML_CAT_OSS,TML_CAT_PERSONALE,TML_CAT_RSA_OSPITI,TML_CAT_ALTRO,TML_DOSE_1,TML_DOSE_2,TML_TOT_SOMM,TML_REGIONE,TML_NUTS
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,40-49,35,100,0,101,33,0,1,135,0,135,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,50-59,44,95,0,101,38,0,0,139,0,139,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,60-69,32,50,0,67,15,0,0,82,0,82,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,70-79,8,3,0,10,1,0,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,80-89,1,1,0,1,1,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,90+,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,20-29,6,20,0,13,8,0,5,26,0,26,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,30-39,8,12,0,17,3,0,0,20,0,20,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,40-49,6,30,0,22,14,0,0,36,0,36,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,50-59,18,44,0,38,24,0,0,62,0,62,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,60-69,11,8,0,8,11,0,0,19,0,19,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,12M810,MONFALCONE,FVG,70-79,3,2,0,2,3,0,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,16-19,3,6,0,1,0,0,8,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,20-29,101,184,0,96,16,0,173,285,0,285,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,30-39,50,87,0,104,23,0,10,137,0,137,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,40-49,52,132,0,137,45,1,1,184,0,184,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,50-59,64,156,0,156,62,2,0,220,0,220,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,60-69,55,52,0,91,14,2,0,107,0,107,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,70-79,29,7,0,26,1,9,0,36,0,36,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,80-89,7,9,0,1,2,13,0,16,0,16,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,90+,6,10,0,0,0,16,0,16,0,16,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,16-19,0,1,0,0,0,0,1,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,20-29,12,23,0,14,5,0,16,35,0,35,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,30-39,11,20,0,21,6,0,4,31,0,31,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,40-49,7,30,0,24,11,0,2,37,0,37,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,50-59,16,43,0,30,29,0,0,59,0,59,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,60-69,8,15,0,17,6,0,0,23,0,23,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,70-79,8,1,0,6,2,1,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,80-89,0,4,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,201010,CATTINARA,FVG,90+,0,10,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,212404,CdR SERENI ORIZZONTI spa,FVG,50-59,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,212404,CdR SERENI ORIZZONTI spa,FVG,60-69,3,3,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,212404,CdR SERENI ORIZZONTI spa,FVG,70-79,4,9,0,0,0,13,0,13,0,13,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,212404,CdR SERENI ORIZZONTI spa,FVG,80-89,2,9,0,0,0,11,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,212404,CdR SERENI ORIZZONTI spa,FVG,90+,1,8,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,220101,TOLMEZZO,FVG,20-29,0,3,0,3,0,0,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,220101,TOLMEZZO,FVG,30-39,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,220101,TOLMEZZO,FVG,40-49,0,2,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,220101,TOLMEZZO,FVG,50-59,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,221404,ASP DELLA CARNIA 'SAN LUIGI SCROSOPPI',FVG,50-59,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,221404,ASP DELLA CARNIA 'SAN LUIGI SCROSOPPI',FVG,60-69,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,221404,ASP DELLA CARNIA 'SAN LUIGI SCROSOPPI',FVG,70-79,2,2,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,221404,ASP DELLA CARNIA 'SAN LUIGI SCROSOPPI',FVG,80-89,1,3,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,221404,ASP DELLA CARNIA 'SAN LUIGI SCROSOPPI',FVG,90+,1,3,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,222904,ASP 'STATI UNITI D'AMERICA',FVG,60-69,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,222904,ASP 'STATI UNITI D'AMERICA',FVG,70-79,2,2,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,222904,ASP 'STATI UNITI D'AMERICA',FVG,80-89,4,8,0,0,0,12,0,12,0,12,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,222904,ASP 'STATI UNITI D'AMERICA',FVG,90+,1,9,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,23RA42,C.DI R. SAN DANIELE,FVG,50-59,0,2,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,23RA42,C.DI R. SAN DANIELE,FVG,60-69,2,0,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,23RA42,C.DI R. SAN DANIELE,FVG,70-79,5,4,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,23RA42,C.DI R. SAN DANIELE,FVG,80-89,5,18,0,0,0,23,0,23,0,23,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,23RA42,C.DI R. SAN DANIELE,FVG,90+,2,4,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,40-49,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,50-59,2,0,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,60-69,3,3,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,70-79,5,1,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,80-89,2,5,0,0,0,7,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443002,"A.S.P. ""ARDITO DESIO"" - PALMANOVA",FVG,90+,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,30-39,0,2,0,1,1,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,40-49,0,2,0,1,1,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,50-59,0,5,0,0,4,1,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,60-69,4,2,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,70-79,4,3,0,0,0,7,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,80-89,8,9,0,0,0,17,0,17,0,17,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,443005,SERENI ORIZZONTI - AIELLO DEL FRIULI,FVG,90+,1,7,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,60206,ASUFC,FVG,50-59,0,2,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,60206,ASUFC,FVG,60-69,2,1,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,60206,ASUFC,FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,60206,ASUFC,FVG,80-89,4,14,0,0,0,18,0,18,0,18,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,60206,ASUFC,FVG,90+,5,13,0,0,0,18,0,18,0,18,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,20-29,1,1,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,60-69,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,70-79,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,80-89,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,900040,A.S.P. CASA LUCIA PASIANO,FVG,90+,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94EA9P,A.S.P. 'DANIELE MORO' CODROIPO,FVG,70-79,0,11,0,0,0,11,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94EA9P,A.S.P. 'DANIELE MORO' CODROIPO,FVG,80-89,3,11,0,0,0,14,0,14,0,14,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94EA9P,A.S.P. 'DANIELE MORO' CODROIPO,FVG,90+,0,11,0,0,0,11,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,30-39,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,50-59,3,9,0,2,0,10,0,12,0,12,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,60-69,13,4,0,0,0,17,0,17,0,17,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,70-79,8,2,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,80-89,2,4,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NB9Z,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - RISANO,FVG,90+,0,4,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,20-29,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,40-49,1,1,0,1,0,1,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,50-59,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,60-69,1,3,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,70-79,6,2,0,0,1,7,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,80-89,3,12,0,0,0,15,0,15,0,15,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,94NC91,POLIFUNZ. 'SERENI ORIZZONTI' PAVIA UD - PERCOTO,FVG,90+,2,3,0,0,0,5,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,20-29,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,30-39,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,40-49,0,2,0,1,0,1,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,50-59,3,8,0,0,0,11,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,60-69,6,6,0,0,0,12,0,12,0,12,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,70-79,15,8,0,0,0,23,0,23,0,23,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,80-89,14,23,0,0,0,37,0,37,0,37,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9L0040,"ENTE MOR. C. DI RIP. ""D.MORO""",FVG,90+,5,21,0,0,0,26,0,26,0,26,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9M0040,"C.D.R.""TOSCANO""E PENS.""BRUSSA""",FVG,60-69,3,1,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9M0040,"C.D.R.""TOSCANO""E PENS.""BRUSSA""",FVG,70-79,4,5,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9M0040,"C.D.R.""TOSCANO""E PENS.""BRUSSA""",FVG,80-89,1,11,0,0,0,12,0,12,0,12,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9M0040,"C.D.R.""TOSCANO""E PENS.""BRUSSA""",FVG,90+,1,20,0,0,0,21,0,21,0,21,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,40-49,2,6,0,7,0,1,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,50-59,4,4,0,7,0,1,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,60-69,2,6,0,5,0,3,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,70-79,2,4,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,80-89,0,8,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,9Z0040,"CRD ""SOLIDARIETA`"" AZZANO X",FVG,90+,0,8,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,16-19,1,1,0,0,1,0,1,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,20-29,21,39,0,33,12,0,15,60,0,60,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,30-39,13,50,0,43,19,0,1,63,0,63,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,40-49,19,66,0,52,33,0,0,85,0,85,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,50-59,31,64,0,45,50,0,0,95,0,95,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,60-69,23,30,0,22,31,0,0,53,0,53,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,70-79,10,8,0,12,6,0,0,18,0,18,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,80-89,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,16-19,1,0,0,0,0,0,1,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,20-29,5,19,0,11,5,0,8,24,0,24,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,30-39,6,23,0,25,4,0,0,29,0,29,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,40-49,13,28,0,23,18,0,0,41,0,41,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,50-59,9,35,0,28,16,0,0,44,0,44,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,60-69,5,8,0,8,5,0,0,13,0,13,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,12M810,MONFALCONE,FVG,70-79,7,3,0,7,3,0,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,16-19,2,3,0,3,0,0,2,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,20-29,73,141,0,88,57,0,69,214,0,214,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,30-39,63,149,0,141,60,3,8,212,0,212,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,40-49,75,240,0,188,124,3,0,315,0,315,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,50-59,95,249,0,190,152,2,0,344,0,344,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,60-69,51,92,0,87,52,4,0,143,0,143,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,70-79,21,10,0,16,15,0,0,31,0,31,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,14VP13,SANTA MARIA DELLA MISERICORDIA,FVG,80-89,4,3,0,2,1,4,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,16-19,3,3,0,0,0,0,6,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,20-29,57,108,0,47,17,0,101,165,0,165,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,30-39,53,77,0,73,42,0,15,130,0,130,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,40-49,40,118,0,85,69,0,4,158,0,158,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,50-59,52,117,0,99,70,0,0,169,0,169,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,60-69,31,47,0,50,28,0,0,78,0,78,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,70-79,8,5,0,10,3,0,0,13,0,13,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,80-89,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,201010,CATTINARA,FVG,90+,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,16-19,0,1,0,0,0,0,1,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,20-29,6,15,0,8,6,0,7,21,0,21,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,30-39,4,18,0,13,9,0,0,22,0,22,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,40-49,7,28,0,23,12,0,0,35,0,35,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,50-59,11,40,0,38,13,0,0,51,0,51,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,60-69,5,19,0,16,8,0,0,24,0,24,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,220101,TOLMEZZO,FVG,70-79,2,0,0,1,1,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,50-59,0,3,0,2,0,1,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,60-69,2,0,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,70-79,7,1,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,80-89,13,6,0,0,0,19,0,19,0,19,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60206,ASUFC,FVG,90+,4,3,0,0,0,7,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,40-49,0,3,0,2,1,0,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,50-59,1,6,0,4,3,0,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,60-69,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,80-89,0,6,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,60207,ASUGI,FVG,90+,0,2,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,910037,CASA RIPOSO 'F.LLI STUPARICH',FVG,50-59,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,910037,CASA RIPOSO 'F.LLI STUPARICH',FVG,60-69,1,2,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,910037,CASA RIPOSO 'F.LLI STUPARICH',FVG,70-79,1,4,0,0,0,5,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,910037,CASA RIPOSO 'F.LLI STUPARICH',FVG,80-89,3,12,0,0,0,15,0,15,0,15,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,910037,CASA RIPOSO 'F.LLI STUPARICH',FVG,90+,0,6,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,94DC9Q,A.S.P. 'CASA PER ANZIANI' CIVIDALE,FVG,20-29,1,0,0,0,1,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-10,PF/BT,94DC9Q,A.S.P. 'CASA PER ANZIANI' CIVIDALE,FVG,30-39,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
