TML_DTA_SOMM,TML_VAX_FORNITORE,TML_COD_STRUTTURA,TML_DES_STRUTTURA,TML_AREA,TML_FASCIA_ETA,TML_SESSO_M,TML_SESSO_F,TML_GRAVIDANZA,TML_CAT_OSS,TML_CAT_PERSONALE,TML_CAT_RSA_OSPITI,TML_CAT_ALTRO,TML_DOSE_1,TML_DOSE_2,TML_TOT_SOMM,TML_REGIONE,TML_NUTS
2021-01-05,PF/BT,9C0040,FONDAZ. C. DI RIP. CORDENONS,FVG,80-89,5,9,0,0,0,14,0,14,0,14,Friuli Venezia Giulia,ITH4
2021-01-05,PF/BT,9C0040,FONDAZ. C. DI RIP. CORDENONS,FVG,90+,1,8,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,20-29,21,40,0,41,6,0,14,61,0,61,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,30-39,22,35,0,40,16,0,1,57,0,57,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,40-49,28,69,0,49,47,0,1,97,0,97,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,50-59,32,78,0,61,49,0,0,110,0,110,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,60-69,27,17,0,33,11,0,0,44,0,44,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,70-79,7,1,0,6,2,0,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,16-19,0,1,0,0,0,0,1,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,20-29,25,50,0,31,2,0,42,75,0,75,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,30-39,21,36,0,45,4,0,8,57,0,57,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,40-49,16,45,0,44,15,0,2,61,0,61,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,50-59,31,35,0,40,25,0,1,66,0,66,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,60-69,20,27,0,33,14,0,0,47,0,47,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,70-79,11,10,0,18,3,0,0,21,0,21,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,80-89,3,0,0,2,1,0,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-06,PF/BT,201010,CATTINARA,FVG,90+,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,20-29,7,33,0,32,0,0,8,40,0,40,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,30-39,22,55,0,70,5,0,2,77,0,77,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,40-49,23,66,0,75,14,0,0,89,0,89,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,50-59,26,82,0,91,17,0,0,108,0,108,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,60-69,16,36,0,41,11,0,0,52,0,52,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,70-79,7,2,0,6,3,0,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,80-89,1,1,0,1,0,1,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,16-19,0,2,0,0,0,0,2,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,20-29,13,12,0,20,1,0,4,25,0,25,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,30-39,7,20,0,23,2,0,2,27,0,27,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,40-49,14,39,0,44,9,0,0,53,0,53,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,50-59,23,59,0,73,9,0,0,82,0,82,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,60-69,19,25,0,37,7,0,0,44,0,44,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,70-79,5,1,0,5,1,0,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,12M810,MONFALCONE,FVG,80-89,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,20-29,24,49,0,56,5,0,12,73,0,73,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,30-39,34,69,0,87,5,0,11,103,0,103,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,40-49,43,103,0,132,12,0,2,146,0,146,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,50-59,50,112,0,138,24,0,0,162,0,162,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,60-69,48,24,0,66,6,0,0,72,0,72,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,70-79,6,2,0,8,0,0,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,80-89,2,0,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,20-29,43,72,0,70,7,0,38,115,0,115,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,30-39,52,80,0,110,15,0,7,132,0,132,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,40-49,41,100,0,118,19,0,4,141,0,141,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,50-59,34,106,0,117,23,0,0,140,0,140,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,60-69,23,29,0,47,5,0,0,52,0,52,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,70-79,8,1,0,8,1,0,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,201010,CATTINARA,FVG,80-89,4,0,0,4,0,0,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,20-29,6,14,0,19,1,0,0,20,0,20,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,30-39,16,22,0,34,3,0,1,38,0,38,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,40-49,14,37,0,49,2,0,0,51,0,51,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,50-59,23,47,0,60,10,0,0,70,0,70,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,60-69,16,12,0,24,4,0,0,28,0,28,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,220101,TOLMEZZO,FVG,70-79,2,1,0,3,0,0,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9B0040,CASA PER ANZIANI UMBERTO I,FVG,30-39,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9B0040,CASA PER ANZIANI UMBERTO I,FVG,50-59,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9B0040,CASA PER ANZIANI UMBERTO I,FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9B0040,CASA PER ANZIANI UMBERTO I,FVG,80-89,4,11,0,0,0,15,0,15,0,15,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9B0040,CASA PER ANZIANI UMBERTO I,FVG,90+,1,13,0,0,0,14,0,14,0,14,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9I0042,C. DI RIP. SAN VITO AL TAGL.TO,FVG,40-49,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9I0042,C. DI RIP. SAN VITO AL TAGL.TO,FVG,60-69,4,0,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9I0042,C. DI RIP. SAN VITO AL TAGL.TO,FVG,70-79,12,4,0,0,0,16,0,16,0,16,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9I0042,C. DI RIP. SAN VITO AL TAGL.TO,FVG,80-89,13,10,0,0,0,23,0,23,0,23,Friuli Venezia Giulia,ITH4
2021-01-07,PF/BT,9I0042,C. DI RIP. SAN VITO AL TAGL.TO,FVG,90+,9,20,0,0,0,29,0,29,0,29,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,16-19,0,1,0,0,0,0,1,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,20-29,16,31,0,31,1,0,15,47,0,47,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,30-39,15,45,0,50,9,0,1,60,0,60,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,40-49,18,66,0,70,14,0,0,84,0,84,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,50-59,22,86,0,86,22,0,0,108,0,108,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,60-69,35,33,0,57,11,0,0,68,0,68,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,70-79,7,6,0,9,4,0,0,13,0,13,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,80-89,2,0,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,20-29,16,25,0,15,4,0,22,41,0,41,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,30-39,21,19,0,31,6,0,3,40,0,40,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,40-49,12,32,0,35,6,0,3,44,0,44,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,50-59,11,62,0,65,8,0,0,73,0,73,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,60-69,16,17,0,28,5,0,0,33,0,33,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,12M810,MONFALCONE,FVG,70-79,8,1,0,7,2,0,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,20-29,35,50,0,58,6,0,21,85,0,85,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,30-39,41,63,0,84,14,0,6,104,0,104,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,40-49,33,122,0,133,22,0,0,155,0,155,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,50-59,37,110,0,131,16,0,0,147,0,147,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,60-69,42,35,0,68,8,1,0,77,0,77,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,70-79,9,2,0,8,1,2,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,80-89,2,8,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,14VP13,SANTA MARIA DELLA  MISERICORDIA,FVG,90+,1,17,0,0,1,17,0,18,0,18,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,16-19,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,20-29,23,83,0,65,6,1,34,106,0,106,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,30-39,38,64,0,86,10,0,6,102,0,102,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,40-49,44,72,0,101,15,0,0,116,0,116,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,50-59,46,98,0,113,29,1,1,144,0,144,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,60-69,33,25,0,53,5,0,0,58,0,58,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,70-79,19,5,0,18,2,4,0,24,0,24,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,80-89,3,6,0,1,0,8,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,201010,CATTINARA,FVG,90+,1,7,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,20-29,9,11,0,16,1,0,3,20,0,20,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,30-39,7,11,0,15,1,0,2,18,0,18,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,40-49,8,37,0,37,6,0,2,45,0,45,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,50-59,6,48,0,41,6,0,7,54,0,54,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,60-69,8,12,0,18,0,0,2,20,0,20,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,220101,TOLMEZZO,FVG,70-79,2,0,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,221504,ASP COVIL 'Matteo Brunetti',FVG,50-59,2,2,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,221504,ASP COVIL 'Matteo Brunetti',FVG,60-69,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,221504,ASP COVIL 'Matteo Brunetti',FVG,70-79,4,5,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,221504,ASP COVIL 'Matteo Brunetti',FVG,80-89,6,20,0,0,0,26,0,26,0,26,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,221504,ASP COVIL 'Matteo Brunetti',FVG,90+,2,17,0,0,0,19,0,19,0,19,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453001,A.S.P. 'GIOVANNI CHIABA` SAN GIORGIO DI NOGARO,FVG,50-59,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453001,A.S.P. 'GIOVANNI CHIABA` SAN GIORGIO DI NOGARO,FVG,60-69,1,2,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453001,A.S.P. 'GIOVANNI CHIABA` SAN GIORGIO DI NOGARO,FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453001,A.S.P. 'GIOVANNI CHIABA` SAN GIORGIO DI NOGARO,FVG,80-89,5,5,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453001,A.S.P. 'GIOVANNI CHIABA` SAN GIORGIO DI NOGARO,FVG,90+,2,11,0,0,0,13,0,13,0,13,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453002,A.S.P. ' UMBERTO I' - LATISANA,FVG,60-69,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453002,A.S.P. ' UMBERTO I' - LATISANA,FVG,70-79,3,5,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453002,A.S.P. ' UMBERTO I' - LATISANA,FVG,80-89,0,11,0,0,0,11,0,11,0,11,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,453002,A.S.P. ' UMBERTO I' - LATISANA,FVG,90+,0,8,0,0,0,8,0,8,0,8,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,40-49,0,1,0,0,1,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,50-59,2,0,0,1,0,1,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,60-69,3,1,0,1,0,3,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,70-79,5,4,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,80-89,3,11,0,0,0,14,0,14,0,14,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,920002,CASA ALBERGO ANZIANI DOMENICO CORRADINI - RONCHI,FVG,90+,4,20,0,0,0,24,0,24,0,24,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94BC9F,C.DI R. COMUNE DI BUJA,FVG,30-39,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94BC9F,C.DI R. COMUNE DI BUJA,FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94BC9F,C.DI R. COMUNE DI BUJA,FVG,70-79,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94BC9F,C.DI R. COMUNE DI BUJA,FVG,80-89,5,10,0,0,0,15,0,15,0,15,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94BC9F,C.DI R. COMUNE DI BUJA,FVG,90+,0,7,0,0,0,7,0,7,0,7,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94KA9X,RESIDENZA PROTETTA 'ZAFFIRO MAGNANO' s.r.l.,FVG,50-59,0,2,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94KA9X,RESIDENZA PROTETTA 'ZAFFIRO MAGNANO' s.r.l.,FVG,60-69,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94KA9X,RESIDENZA PROTETTA 'ZAFFIRO MAGNANO' s.r.l.,FVG,70-79,5,5,0,0,0,10,0,10,0,10,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94KA9X,RESIDENZA PROTETTA 'ZAFFIRO MAGNANO' s.r.l.,FVG,80-89,5,7,0,0,0,12,0,12,0,12,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94KA9X,RESIDENZA PROTETTA 'ZAFFIRO MAGNANO' s.r.l.,FVG,90+,1,3,0,0,0,4,0,4,0,4,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,20-29,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,50-59,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,60-69,1,2,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,80-89,1,5,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,94XA9W,A.S.P. 'FONDAZIONE E. MUNER DE GIUDICI' PRADAMANO,FVG,90+,1,5,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9D0040,C. DI RIP. SPILIMBERGO,FVG,40-49,1,1,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9D0040,C. DI RIP. SPILIMBERGO,FVG,50-59,2,0,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9D0040,C. DI RIP. SPILIMBERGO,FVG,70-79,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9D0040,C. DI RIP. SPILIMBERGO,FVG,80-89,0,1,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9D0040,C. DI RIP. SPILIMBERGO,FVG,90+,0,2,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9F0040,CENTRO ASS.ZA ANZ. MANIAGO,FVG,60-69,2,0,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9F0040,CENTRO ASS.ZA ANZ. MANIAGO,FVG,70-79,2,1,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9F0040,CENTRO ASS.ZA ANZ. MANIAGO,FVG,80-89,1,2,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9F0040,CENTRO ASS.ZA ANZ. MANIAGO,FVG,90+,0,6,0,0,0,6,0,6,0,6,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9H0040,"C.E. ""C. E A. CARNERA"" SEQUALS",FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9H0040,"C.E. ""C. E A. CARNERA"" SEQUALS",FVG,60-69,2,1,0,1,0,2,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9H0040,"C.E. ""C. E A. CARNERA"" SEQUALS",FVG,70-79,3,2,0,0,0,5,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9H0040,"C.E. ""C. E A. CARNERA"" SEQUALS",FVG,80-89,0,5,0,0,0,5,0,5,0,5,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9H0040,"C.E. ""C. E A. CARNERA"" SEQUALS",FVG,90+,0,3,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,20-29,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,50-59,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,60-69,1,2,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,70-79,2,7,0,0,0,9,0,9,0,9,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,80-89,6,19,0,0,0,25,0,25,0,25,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9N0040,C. DI RIP. SACILE,FVG,90+,3,22,0,0,0,25,0,25,0,25,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9P0040,C. DI RIP. AVIANO,FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9P0040,C. DI RIP. AVIANO,FVG,80-89,1,0,0,0,0,1,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9P0040,C. DI RIP. AVIANO,FVG,90+,0,2,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,20-29,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,30-39,1,0,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,40-49,0,1,0,1,0,0,0,1,0,1,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,50-59,0,2,0,2,0,0,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,70-79,1,1,0,0,0,2,0,2,0,2,Friuli Venezia Giulia,ITH4
2021-01-08,PF/BT,9X0040,"CDR ""LA PANORAMICA"" PINZANO",FVG,80-89,0,3,0,0,0,3,0,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,16-19,1,2,0,1,0,0,2,3,0,3,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,20-29,26,62,0,51,4,0,33,88,0,88,Friuli Venezia Giulia,ITH4
2021-01-09,PF/BT,117510,SANTA MARIA DEGLI ANGELI,FVG,30-39,24,62,0,63,20,0,3,86,0,86,Friuli Venezia Giulia,ITH4
